mode,alpha,mu,m0,steps,final_M,final_Xi,regime,xi_plateau,under_resolved
B_fixed_seed,0.00021544347,0.0027825594,20,40,18.292939,0.02145941,plateau,0.0017862131,True
B_fixed_seed,0.00021544347,0.0046415888,20,40,16.951518,0.01931774,plateau,0.0017549183,True
B_fixed_seed,0.00021544347,0.0077426368,20,40,14.930234,0.016424947,plateau,0.0017039727,True
B_fixed_seed,0.00021544347,0.012915497,20,40,12.079449,0.012928829,plateau,0.0016223665,True
B_fixed_seed,0.00021544347,0.021544347,20,40,8.4741428,0.0092881796,plateau,0.0014950949,True
B_fixed_seed,0.00021544347,0.035938137,20,40,4.6686254,0.006119854,plateau,0.0013051477,True
B_fixed_seed,0.00021544347,0.059948425,20,40,1.6973375,0.0038258184,plateau,0.001041321,True
B_fixed_seed,0.00021544347,0.1,20,40,0.2967648,0.0023809436,plateau,0.00071511062,True
B_fixed_seed,0.00046415888,0.001,20,40,20.262401,0.053785729,plateau,0.0039403156,True
B_fixed_seed,0.00046415888,0.0016681005,20,40,19.697871,0.051538415,plateau,0.0039153005,True
B_fixed_seed,0.00046415888,0.0027825594,20,40,18.793325,0.048105167,plateau,0.0038739389,True
B_fixed_seed,0.00046415888,0.0046415888,20,40,17.38102,0.043130536,plateau,0.0038059491,True
B_fixed_seed,0.00046415888,0.0077426368,20,40,15.26654,0.036474594,plateau,0.0036952739,True
B_fixed_seed,0.00046415888,0.012915497,20,40,12.308191,0.028525513,plateau,0.0035180092,True
B_fixed_seed,0.00046415888,0.021544347,20,40,8.5999504,0.020355634,plateau,0.0032415965,True
B_fixed_seed,0.00046415888,0.035938137,20,40,4.7188414,0.013333344,plateau,0.0028291722,True
B_fixed_seed,0.00046415888,0.059948425,20,40,1.7095543,0.0082993341,plateau,0.0022565694,True
B_fixed_seed,0.00046415888,0.1,20,40,0.29810326,0.005150642,plateau,0.001548989,True
B_fixed_seed,0.001,0.001,20,120,29.161454,0.60957005,precursor-active,0.0090663429,False
B_fixed_seed,0.001,0.0016681005,20,120,24.940335,0.47675745,exponential,0.0088500794,False
B_fixed_seed,0.001,0.0027825594,20,120,20.125805,0.34932995,exponential,0.0085022027,True
B_fixed_seed,0.001,0.0046415888,20,120,14.86149,0.23818392,plateau,0.0079557607,True
B_fixed_seed,0.001,0.0077426368,20,120,9.5040168,0.15106578,plateau,0.0071300777,True
B_fixed_seed,0.001,0.012915497,20,40,12.845198,0.064879969,plateau,0.0076864325,True
B_fixed_seed,0.001,0.021544347,20,40,8.8888544,0.045565867,plateau,0.0070804495,True
B_fixed_seed,0.001,0.035938137,20,40,4.8319071,0.02944559,plateau,0.0061768083,True
B_fixed_seed,0.001,0.059948425,20,40,1.7366432,0.01815133,plateau,0.0049233183,True
B_fixed_seed,0.001,0.1,20,40,0.30103978,0.011196,plateau,0.0033763388,True
B_fixed_seed,0.0021544347,0.001,20,120,inf,inf,explosive,0.02215184,False
B_fixed_seed,0.0021544347,0.0016681005,20,120,inf,inf,explosive,0.021593317,False
B_fixed_seed,0.0021544347,0.0027825594,20,120,inf,inf,explosive,0.020697532,False
B_fixed_seed,0.0021544347,0.0046415888,20,120,47.017917,2.0668665,precursor-active,0.019297096,False
B_fixed_seed,0.0021544347,0.0077426368,20,120,13.537893,0.48703637,plateau,0.017196727,True
B_fixed_seed,0.0021544347,0.012915497,20,40,14.271525,0.15976883,plateau,0.017073879,True
B_fixed_seed,0.0021544347,0.021544347,20,40,9.6116651,0.10744978,plateau,0.015717737,True
B_fixed_seed,0.0021544347,0.035938137,20,40,5.1011797,0.067123159,plateau,0.01369803,True
B_fixed_seed,0.0021544347,0.059948425,20,40,1.7988653,0.040439324,plateau,0.010901841,True
B_fixed_seed,0.0021544347,0.1,20,40,0.30762391,0.024598058,plateau,0.007460716,True
B_fixed_seed,0.0046415888,0.001,20,120,inf,inf,explosive,0.065687774,False
B_fixed_seed,0.0046415888,0.0016681005,20,120,inf,inf,explosive,0.063761879,False
B_fixed_seed,0.0046415888,0.0027825594,20,120,inf,inf,explosive,0.060700827,False
B_fixed_seed,0.0046415888,0.0046415888,20,120,inf,inf,explosive,0.055983832,False
B_fixed_seed,0.0046415888,0.0077426368,20,120,inf,inf,explosive,0.049066075,False
B_fixed_seed,0.0046415888,0.012915497,20,40,20.242302,0.53533874,exponential,0.039350937,True
B_fixed_seed,0.0046415888,0.021544347,20,40,11.943511,0.29696044,plateau,0.036172664,True
B_fixed_seed,0.0046415888,0.035938137,20,40,5.8431114,0.16633613,plateau,0.031452853,True
B_fixed_seed,0.0046415888,0.059948425,20,40,1.9544148,0.094210436,plateau,0.024947233,True
B_fixed_seed,0.0046415888,0.1,20,40,0.32314125,0.055387386,plateau,0.016992097,True
B_fixed_seed,0.01,0.001,20,120,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.0016681005,20,120,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.0027825594,20,120,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.0046415888,20,120,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.0077426368,20,120,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.012915497,20,40,inf,inf,explosive,0.098823634,False
B_fixed_seed,0.01,0.021544347,20,40,inf,inf,explosive,0.090521788,False
B_fixed_seed,0.01,0.035938137,20,40,9.4302276,0.57637616,plateau,0.078278184,True
B_fixed_seed,0.01,0.059948425,20,40,2.4490713,0.24966612,plateau,0.061579113,True
B_fixed_seed,0.01,0.1,20,40,0.36456318,0.13267356,plateau,0.041468126,True
B_fixed_seed,1e-05,0.001,50,40,49.092643,0.054190217,plateau,0.0042182034,True
B_fixed_seed,1e-05,0.0016681005,50,40,47.732796,0.05020419,plateau,0.0041678126,True
B_fixed_seed,1e-05,0.0027825594,50,40,45.559212,0.044535059,plateau,0.0040852219,True
B_fixed_seed,1e-05,0.0046415888,50,40,42.173508,0.037157128,plateau,0.003951427,True
B_fixed_seed,1e-05,0.0077426368,50,40,37.109738,0.028674458,plateau,0.0037388371,True
B_fixed_seed,1e-05,0.012915497,50,40,30.011343,0.020336774,plateau,0.0034116604,True
B_fixed_seed,1e-05,0.021544347,50,40,21.062393,0.013433122,plateau,0.0029337729,True
B_fixed_seed,1e-05,0.035938137,50,40,11.617022,0.0085286987,plateau,0.0022923216,True
B_fixed_seed,1e-05,0.059948425,50,40,4.2296317,0.0053970813,plateau,0.0015392827,True
B_fixed_seed,1e-05,0.1,50,40,0.7404819,0.0035109441,plateau,0.00081959016,True
B_fixed_seed,2.1544347e-05,0.001,50,40,50.499543,0.12641603,plateau,0.0091955662,True
B_fixed_seed,2.1544347e-05,0.0016681005,50,40,49.002582,0.11629789,plateau,0.0090852322,True
B_fixed_seed,2.1544347e-05,0.0027825594,50,40,46.639495,0.10216686,plateau,0.0089044127,True
B_fixed_seed,2.1544347e-05,0.0046415888,50,40,43.01667,0.084208723,plateau,0.0086115393,True
B_fixed_seed,2.1544347e-05,0.0077426368,50,40,37.693795,0.064125131,plateau,0.0081463144,True
B_fixed_seed,2.1544347e-05,0.012915497,50,40,30.356953,0.044925307,plateau,0.0074306494,True
B_fixed_seed,2.1544347e-05,0.021544347,50,40,21.228982,0.029396658,plateau,0.0063860503,True
B_fixed_seed,2.1544347e-05,0.035938137,50,40,11.677623,0.018547985,plateau,0.0049854053,True
B_fixed_seed,2.1544347e-05,0.059948425,50,40,4.2440068,0.01169261,plateau,0.0033435853,True
B_fixed_seed,2.1544347e-05,0.1,50,40,0.7421537,0.0075886855,plateau,0.0017775672,True
B_fixed_seed,4.6415888e-05,0.001,50,40,54.666318,0.33967672,exponential,0.020326973,False
B_fixed_seed,4.6415888e-05,0.0016681005,50,40,52.638804,0.30481221,exponential,0.020080722,False
B_fixed_seed,4.6415888e-05,0.0027825594,50,40,49.599739,0.2592829,plateau,0.019677249,True
B_fixed_seed,4.6415888e-05,0.0046415888,50,40,45.210949,0.20590048,plateau,0.019023986,True
B_fixed_seed,4.6415888e-05,0.0077426368,50,40,39.135831,0.15106537,plateau,0.017986919,True
B_fixed_seed,4.6415888e-05,0.012915497,50,40,31.172016,0.10254707,plateau,0.016393138,True
B_fixed_seed,4.6415888e-05,0.021544347,50,40,21.60868,0.065596154,plateau,0.014070397,True
B_fixed_seed,4.6415888e-05,0.035938137,50,40,11.812701,0.040798264,plateau,0.010963199,True
B_fixed_seed,4.6415888e-05,0.059948425,50,40,4.2756167,0.025499652,plateau,0.0073330428,True
B_fixed_seed,4.6415888e-05,0.1,50,40,0.74580006,0.016465088,plateau,0.0038854581,True
B_fixed_seed,0.0001,0.001,50,40,inf,inf,explosive,0.046355624,False
B_fixed_seed,0.0001,0.0016681005,50,40,235290.16,11762.224,precursor-active,0.045781896,False
B_fixed_seed,0.0001,0.0027825594,50,40,68.854246,1.2568258,precursor-active,0.044842342,False
B_fixed_seed,0.0001,0.0046415888,50,40,54.209357,0.69407978,exponential,0.043322395,False
B_fixed_seed,0.0001,0.0077426368,50,40,43.718261,0.42186701,plateau,0.040912765,True
B_fixed_seed,0.0001,0.012915497,50,40,33.381949,0.25620046,plateau,0.037217777,True
B_fixed_seed,0.0001,0.021544347,50,40,22.543515,0.15362436,plateau,0.03185142,True
B_fixed_seed,0.0001,0.035938137,50,40,12.127135,0.092153214,plateau,0.02471018,True
B_fixed_seed,0.0001,0.059948425,50,40,4.3468854,0.056447283,plateau,0.016428968,True
B_fixed_seed,0.0001,0.1,50,40,0.75387104,0.036027358,plateau,0.0086401115,True
B_fixed_seed,0.00021544347,0.001,50,40,inf,inf,explosive,0.11373979,False
B_fixed_seed,0.00021544347,0.0016681005,50,40,inf,inf,explosive,0.11226046,False
B_fixed_seed,0.00021544347,0.0027825594,50,40,inf,inf,explosive,0.10984085,False
B_fixed_seed,0.00021544347,0.0046415888,50,40,inf,inf,explosive,0.10593443,False
B_fixed_seed,0.00021544347,0.0077426368,50,40,inf,inf,explosive,0.099761756,False
B_fixed_seed,0.00021544347,0.012915497,50,40,45.426855,1.0312082,plateau,0.090346182,True
B_fixed_seed,0.00021544347,0.021544347,50,40,25.467392,0.41898213,plateau,0.076784023,True
B_fixed_seed,0.00021544347,0.035938137,50,40,12.946618,0.22314062,plateau,0.058959084,True
B_fixed_seed,0.00021544347,0.059948425,50,40,4.5174916,0.12951984,plateau,0.038648876,True
B_fixed_seed,0.00021544347,0.1,50,40,0.77234871,0.080378389,plateau,0.019974698,True
B_fixed_seed,0.00046415888,0.001,50,40,inf,inf,explosive,0.33813015,False
B_fixed_seed,0.00046415888,0.0016681005,50,40,inf,inf,explosive,0.33314506,False
B_fixed_seed,0.00046415888,0.0027825594,50,40,inf,inf,explosive,0.32501852,False
B_fixed_seed,0.00046415888,0.0046415888,50,40,inf,inf,explosive,0.31197021,False
B_fixed_seed,0.00046415888,0.0077426368,50,40,inf,inf,explosive,0.29153522,False
B_fixed_seed,0.00046415888,0.012915497,50,40,inf,inf,explosive,0.26080628,False
B_fixed_seed,0.00046415888,0.021544347,50,40,inf,inf,explosive,0.21751782,False
B_fixed_seed,0.00046415888,0.035938137,50,40,16.232992,0.70867421,plateau,0.16248079,True
B_fixed_seed,0.00046415888,0.059948425,50,40,5.0006614,0.32898528,plateau,0.10261327,True
B_fixed_seed,0.00046415888,0.1,50,40,0.81835701,0.1882686,plateau,0.050713224,True
B_fixed_seed,0.001,0.001,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.001,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.001,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.001,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.001,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.001,0.012915497,50,40,inf,inf,explosive,6.4293341e+13,False
B_fixed_seed,0.001,0.021544347,50,40,inf,inf,explosive,1.0515666,False
B_fixed_seed,0.001,0.035938137,50,40,inf,inf,explosive,0.70980512,False
B_fixed_seed,0.001,0.059948425,50,40,9.1009834,1.6587125,plateau,0.39332749,True
B_fixed_seed,0.001,0.1,50,40,0.96769401,0.51555184,plateau,0.1678122,True
B_fixed_seed,0.0021544347,0.001,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0021544347,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0021544347,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0021544347,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0021544347,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0021544347,0.012915497,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0021544347,0.021544347,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0021544347,0.035938137,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0021544347,0.059948425,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0021544347,0.1,50,40,inf,inf,explosive,5.9478001e+23,False
B_fixed_seed,0.0046415888,0.001,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.012915497,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.021544347,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.035938137,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.059948425,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.1,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.001,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.012915497,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.021544347,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.035938137,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.059948425,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.1,50,40,inf,inf,explosive,inf,False
